index,coordenadas_X,coordenadas_Y,demandas,minTW,maxTW,maxDemand,service_time
0,40,50,0,0,240,40,0
1,25,85,20,125,191,40,10
2,22,75,30,32,97,40,10
3,22,85,10,101,146,40,10
4,20,80,40,71,193,40,10
5,20,85,20,40,113,40,10
6,18,75,20,55,164,40,10
7,15,75,20,69,118,40,10
8,15,80,10,56,155,40,10
9,10,35,20,51,160,40,10
10,10,40,30,90,177,40,10
11,8,40,40,33,152,40,10
12,8,45,20,49,108,40,10
13,5,35,10,62,191,40,10
14,5,45,10,35,117,40,10
15,2,40,20,39,161,40,10
16,0,40,20,59,114,40,10
17,0,45,20,60,189,40,10
18,44,5,20,79,124,40,10
19,42,10,40,58,115,40,10
20,42,15,10,111,162,40,10
21,40,5,10,52,111,40,10
22,40,15,40,55,158,40,10
23,38,5,30,45,164,40,10
24,38,15,10,128,194,40,10
25,35,5,20,54,184,40,10
26,95,30,30,105,154,40,10
27,95,35,20,57,172,40,10
28,92,30,10,55,120,40,10
29,90,35,10,52,112,40,10
30,88,30,10,52,159,40,10
31,88,35,20,50,110,40,10
32,87,30,10,116,175,40,10
33,85,25,10,51,178,40,10
34,85,35,30,100,151,40,10
35,67,85,20,61,185,40,10
36,65,85,40,43,186,40,10
37,65,82,10,113,164,40,10
38,62,80,30,37,148,40,10
39,60,80,10,36,191,40,10
40,60,85,30,50,149,40,10
41,58,75,20,48,165,40,10
42,55,80,10,33,166,40,10
43,55,85,20,117,168,40,10
44,55,82,10,35,148,40,10
45,20,82,10,37,177,40,10
46,18,80,10,98,157,40,10
47,2,45,10,38,109,40,10
48,42,5,10,120,184,40,10
49,42,12,10,79,158,40,10
50,72,35,30,104,157,40,10
51,55,20,19,69,126,40,10
52,25,30,3,36,97,40,10
53,20,50,5,57,154,40,10
54,55,60,16,127,180,40,10
55,30,60,16,95,214,40,10
56,50,35,19,88,201,40,10
57,30,25,23,82,139,40,10
58,15,10,20,56,182,40,10
59,10,20,19,42,125,40,10
60,15,60,17,137,202,40,10
61,45,65,9,55,106,40,10
62,65,35,3,29,158,40,10
63,65,20,6,39,108,40,10
64,45,30,17,20,139,40,10
65,35,40,16,11,140,40,10
66,41,37,16,92,203,40,10
67,64,42,9,28,141,40,10
68,40,60,21,100,217,40,10
69,31,52,27,9,134,40,10
70,35,69,23,60,210,40,10
71,65,55,14,52,107,40,10
72,63,65,8,27,101,40,10
73,2,60,5,65,118,40,10
74,20,20,8,72,193,40,10
75,5,5,16,60,117,40,10
76,60,12,31,42,143,40,10
77,23,3,7,52,180,40,10
78,8,56,27,46,163,40,10
79,6,68,30,54,153,40,10
80,47,47,13,97,222,40,10
81,49,58,10,80,121,40,10
82,27,43,9,26,87,40,10
83,37,31,14,19,87,40,10
84,57,29,18,62,159,40,10
85,63,23,2,76,127,40,10
86,21,24,28,77,126,40,10
87,12,24,13,68,141,40,10
88,24,58,19,24,139,40,10
89,67,5,25,105,177,40,10
90,37,47,6,74,127,40,10
91,49,42,13,151,212,40,10
92,53,43,14,14,155,40,10
93,61,52,3,69,208,40,10
94,57,48,23,86,133,40,10
95,56,37,6,20,84,40,10
96,55,54,26,121,172,40,10
97,4,18,35,112,157,40,10
98,26,52,9,30,91,40,10
99,26,35,15,37,146,40,10
100,31,67,3,66,210,40,10
