index,coordenadas_X,coordenadas_Y,demandas,minTW,maxTW,maxDemand,service_time
0,40,50,0,0,1236,50,0
1,45,68,10,830,1049,50,90
2,45,70,30,756,939,50,90
3,42,66,10,16,336,50,90
4,42,68,10,643,866,50,90
5,42,65,10,15,226,50,90
6,40,69,20,499,824,50,90
7,40,66,20,87,308,50,90
8,38,68,20,150,429,50,90
9,38,70,10,429,710,50,90
10,35,66,10,279,488,50,90
11,35,69,10,363,590,50,90
12,25,85,20,547,826,50,90
13,22,75,30,30,280,50,90
14,22,85,10,489,698,50,90
15,20,80,40,318,495,50,90
16,20,85,40,394,609,50,90
17,18,75,20,33,226,50,90
18,15,75,20,68,365,50,90
19,15,80,10,176,447,50,90
20,30,50,10,10,265,50,90
21,30,52,20,836,1043,50,90
22,28,52,20,704,991,50,90
23,28,55,10,664,845,50,90
24,25,50,10,15,333,50,90
25,25,52,40,88,305,50,90
26,25,55,10,502,821,50,90
27,23,52,10,179,398,50,90
28,23,55,20,476,663,50,90
29,20,50,10,288,475,50,90
30,20,55,10,368,585,50,90
31,10,35,20,144,293,50,90
32,10,40,30,31,309,50,90
33,8,40,40,33,313,50,90
34,8,45,20,655,912,50,90
35,5,35,10,191,436,50,90
36,5,45,10,588,793,50,90
37,2,40,20,305,512,50,90
38,0,40,30,414,587,50,90
39,0,45,20,481,710,50,90
40,35,30,10,180,405,50,90
41,35,32,10,63,338,50,90
42,33,32,20,19,345,50,90
43,33,35,10,16,273,50,90
44,32,30,10,278,493,50,90
45,30,30,10,453,688,50,90
46,30,32,30,355,602,50,90
47,30,35,10,837,1127,50,90
48,28,30,10,539,786,50,90
49,28,35,10,867,1126,50,90
50,26,32,10,719,976,50,90
51,25,30,10,635,876,50,90
52,25,35,10,825,1056,50,90
53,44,5,20,193,440,50,90
54,42,10,40,78,365,50,90
55,42,15,10,35,287,50,90
56,40,5,30,308,513,50,90
57,40,15,40,35,246,50,90
58,38,5,30,376,629,50,90
59,38,15,10,519,872,50,90
60,35,5,20,463,728,50,90
61,50,30,10,412,729,50,90
62,50,35,20,181,398,50,90
63,50,40,50,100,289,50,90
64,48,30,10,539,786,50,90
65,48,40,10,12,223,50,90
66,47,35,10,753,948,50,90
67,47,40,10,12,275,50,90
68,45,30,10,669,842,50,90
69,45,35,10,836,1049,50,90
70,95,30,30,284,559,50,90
71,95,35,20,194,459,50,90
72,53,30,10,367,588,50,90
73,92,30,10,370,659,50,90
74,53,35,50,263,502,50,90
75,45,65,20,847,1130,50,90
76,90,35,10,119,344,50,90
77,88,30,10,469,748,50,90
78,88,35,20,50,295,50,90
79,87,30,10,573,826,50,90
80,85,25,10,694,895,50,90
81,85,35,30,47,356,50,90
82,75,55,20,293,496,50,90
83,72,55,10,154,449,50,90
84,70,58,20,360,621,50,90
85,68,60,30,470,697,50,90
86,66,55,10,76,335,50,90
87,65,55,20,25,260,50,90
88,65,60,30,551,802,50,90
89,63,58,10,640,899,50,90
90,60,55,10,20,276,50,90
91,60,60,10,756,969,50,90
92,67,85,20,257,552,50,90
93,65,85,40,409,584,50,90
94,65,82,10,209,412,50,90
95,62,80,30,130,305,50,90
96,60,80,10,36,283,50,90
97,60,85,30,470,713,50,90
98,58,75,20,30,248,50,90
99,55,80,10,628,935,50,90
100,55,85,20,530,843,50,90
