index,coordenadas_X,coordenadas_Y,demandas,minTW,maxTW,maxDemand,service_time
0,40,50,0,0,1236,50,0
1,45,68,10,890,989,50,90
2,45,70,30,816,879,50,90
3,42,66,10,55,156,50,90
4,42,68,10,703,806,50,90
5,42,65,10,15,60,50,90
6,40,69,20,559,764,50,90
7,40,66,20,172,223,50,90
8,38,68,20,250,329,50,90
9,38,70,10,489,650,50,90
10,35,66,10,361,406,50,90
11,35,69,10,450,503,50,90
12,25,85,20,647,726,50,90
13,22,75,30,30,95,50,90
14,22,85,10,571,616,50,90
15,20,80,40,392,421,50,90
16,20,85,40,478,525,50,90
17,18,75,20,105,142,50,90
18,15,75,20,172,261,50,90
19,15,80,10,274,349,50,90
20,30,50,10,10,77,50,90
21,30,52,20,918,961,50,90
22,28,52,20,806,889,50,90
23,28,55,10,739,770,50,90
24,25,50,10,55,154,50,90
25,25,52,40,172,221,50,90
26,25,55,10,612,711,50,90
27,23,52,10,264,313,50,90
28,23,55,20,553,586,50,90
29,20,50,10,365,398,50,90
30,20,55,10,452,501,50,90
31,10,35,20,204,233,50,90
32,10,40,30,31,189,50,90
33,8,40,40,42,203,50,90
34,8,45,20,715,852,50,90
35,5,35,10,251,376,50,90
36,5,45,10,648,733,50,90
37,2,40,20,365,452,50,90
38,0,40,30,474,527,50,90
39,0,45,20,541,650,50,90
40,35,30,10,240,345,50,90
41,35,32,10,123,278,50,90
42,33,32,20,19,225,50,90
43,33,35,10,16,153,50,90
44,32,30,10,338,433,50,90
45,30,30,10,513,628,50,90
46,30,32,30,415,542,50,90
47,30,35,10,872,1127,50,90
48,28,30,10,599,726,50,90
49,28,35,10,917,1126,50,90
50,26,32,10,779,916,50,90
51,25,30,10,695,816,50,90
52,25,35,10,857,1024,50,90
53,44,5,20,221,412,50,90
54,42,10,40,96,347,50,90
55,42,15,10,35,233,50,90
56,40,5,30,347,474,50,90
57,40,15,40,35,172,50,90
58,38,5,30,403,602,50,90
59,38,15,10,521,870,50,90
60,35,5,20,487,704,50,90
61,50,30,10,422,719,50,90
62,50,35,20,217,362,50,90
63,50,40,50,142,247,50,90
64,48,30,10,567,758,50,90
65,48,40,10,34,171,50,90
66,47,35,10,794,907,50,90
67,47,40,10,12,226,50,90
68,45,30,10,716,795,50,90
69,45,35,10,873,1012,50,90
70,95,30,30,266,577,50,90
71,95,35,20,181,472,50,90
72,53,30,10,402,553,50,90
73,92,30,10,345,684,50,90
74,53,35,50,294,471,50,90
75,45,65,20,951,1114,50,90
76,90,35,10,153,310,50,90
77,88,30,10,450,767,50,90
78,88,35,20,50,237,50,90
79,87,30,10,567,832,50,90
80,85,25,10,713,876,50,90
81,85,35,30,47,331,50,90
82,75,55,20,311,478,50,90
83,72,55,10,127,476,50,90
84,70,58,20,349,632,50,90
85,68,60,30,476,691,50,90
86,66,55,10,67,344,50,90
87,65,55,20,25,256,50,90
88,65,60,30,546,807,50,90
89,63,58,10,630,909,50,90
90,60,55,10,20,293,50,90
91,60,60,10,769,956,50,90
92,67,85,20,229,580,50,90
93,65,85,40,442,551,50,90
94,65,82,10,227,394,50,90
95,62,80,30,163,272,50,90
96,60,80,10,36,291,50,90
97,60,85,30,469,714,50,90
98,58,75,20,30,227,50,90
99,55,80,10,595,968,50,90
100,55,85,20,493,880,50,90
