index,coordenadas_X,coordenadas_Y,demandas,minTW,maxTW,maxDemand,service_time
0,40,50,0,0,1236,50,0
1,45,68,10,0,1127,50,90
2,45,70,30,0,1125,50,90
3,42,66,10,0,1129,50,90
4,42,68,10,727,782,50,90
5,42,65,10,0,1130,50,90
6,40,69,20,0,1127,50,90
7,40,66,20,0,1130,50,90
8,38,68,20,255,324,50,90
9,38,70,10,534,605,50,90
10,35,66,10,0,1129,50,90
11,35,69,10,448,505,50,90
12,25,85,20,0,1107,50,90
13,22,75,30,30,92,50,90
14,22,85,10,0,1106,50,90
15,20,80,40,384,429,50,90
16,20,85,40,0,1105,50,90
17,18,75,20,0,1112,50,90
18,15,75,20,0,1110,50,90
19,15,80,10,0,1106,50,90
20,30,50,10,0,1136,50,90
21,30,52,20,0,1135,50,90
22,28,52,20,0,1133,50,90
23,28,55,10,732,777,50,90
24,25,50,10,0,1131,50,90
25,25,52,40,169,224,50,90
26,25,55,10,0,1130,50,90
27,23,52,10,0,1128,50,90
28,23,55,20,0,1128,50,90
29,20,50,10,0,1126,50,90
30,20,55,10,0,1125,50,90
31,10,35,20,0,1112,50,90
32,10,40,30,0,1114,50,90
33,8,40,40,0,1112,50,90
34,8,45,20,0,1113,50,90
35,5,35,10,0,1107,50,90
36,5,45,10,0.00    1,110,50,90
37,2,40,20,0,1106,50,90
38,0,40,30,479,522,50,90
39,0,45,20,0,1105,50,90
40,35,30,10,0,1125,50,90
41,35,32,10,0,1127,50,90
42,33,32,20,0,1126,50,90
43,33,35,10,0,1129,50,90
44,32,30,10,359,412,50,90
45,30,30,10,0,1123,50,90
46,30,32,30,0,1125,50,90
47,30,35,10,0,1127,50,90
48,28,30,10,0,1122,50,90
49,28,35,10,0,1126,50,90
50,26,32,10,0,1123,50,90
51,25,30,10,0,1121,50,90
52,25,35,10,0,1124,50,90
53,44,5,20,286,347,50,90
54,42,10,40,0,1105,50,90
55,42,15,10,95,158,50,90
56,40,5,30,0,1101,50,90
57,40,15,40,0,1111,50,90
58,38,5,30,471,534,50,90
59,38,15,10,0,1110,50,90
60,35,5,20,0,1100,50,90
61,50,30,10,0,1123,50,90
62,50,35,20,262,317,50,90
63,50,40,50,0,1131,50,90
64,48,30,10,0,1124,50,90
65,48,40,10,0,1133,50,90
66,47,35,10,0,1129,50,90
67,47,40,10,12,77,50,90
68,45,30,10,0,1125,50,90
69,45,35,10,916,969,50,90
70,95,30,30,0,1087,50,90
71,95,35,20,0,1088,50,90
72,53,30,10,0,1122,50,90
73,92,30,10,0,1090,50,90
74,53,35,50,353,412,50,90
75,45,65,20,0,1130,50,90
76,90,35,10,203,260,50,90
77,88,30,10,574,643,50,90
78,88,35,20,0,1095,50,90
79,87,30,10,668,731,50,90
80,85,25,10,0,1094,50,90
81,85,35,30,0,1098,50,90
82,75,55,20,0,1110,50,90
83,72,55,10,0,1113,50,90
84,70,58,20,458,523,50,90
85,68,60,30,0,1116,50,90
86,66,55,10,0,1119,50,90
87,65,55,20,85,144,50,90
88,65,60,30,0,1119,50,90
89,63,58,10,0,1121,50,90
90,60,55,10,0,1125,50,90
91,60,60,10,0,1123,50,90
92,67,85,20,368,441,50,90
93,65,85,40,0,1102,50,90
94,65,82,10,0,1105,50,90
95,62,80,30,0,1108,50,90
96,60,80,10,0,1109,50,90
97,60,85,30,0,1105,50,90
98,58,75,20,0,1115,50,90
99,55,80,10,743,820,50,90
100,55,85,20,647,726,50,90
