index,coordenadas_X,coordenadas_Y,demandas,minTW,maxTW,maxDemand
0,35,35,0,0,1000,41
1,41,49,10,0,974,41
2,35,17,7,0,972,41
3,55,45,13,0,967,41
4,55,20,19,678,801,41
5,15,30,26,0,969,41
6,25,30,3,415,514,41
7,20,50,5,0,968,41
8,10,43,9,404,481,41
9,55,60,16,400,497,41
10,30,60,16,577,632,41
11,20,65,12,206,325,41
12,50,35,19,0,975,41
13,30,25,23,690,827,41
14,15,10,20,32,243,41
15,30,5,8,175,300,41
16,10,20,19,272,373,41
17,5,30,2,733,870,41
18,20,40,12,377,434,41
19,15,60,17,269,378,41
20,45,65,9,581,666,41
21,45,20,11,0,971,41
22,45,10,18,409,494,41
23,55,5,29,206,325,41
24,65,35,3,704,847,41
25,65,20,6,817,956,41
26,45,30,17,0,978,41
27,35,40,16,104,255,41
28,41,37,16,114,255,41
29,64,42,9,190,313,41
30,40,60,21,259,354,41
31,31,52,27,0,972,41
32,35,69,23,660,777,41
33,53,52,11,45,200,41
34,65,55,14,0,953,41
35,63,65,8,686,813,41
36,2,60,5,41,208,41
37,20,20,8,0,968,41
38,5,5,16,302,405,41
39,60,12,31,33,224,41
40,40,25,9,360,437,41
41,42,7,5,396,511,41
42,24,12,5,25,172,41
43,23,3,7,620,705,41
44,11,14,18,233,340,41
45,6,38,16,29,189,41
46,2,48,1,515,628,41
47,8,56,27,85,250,41
48,13,52,36,0,962,41
49,6,68,30,501,540,41
50,47,47,13,0,973,41
51,49,58,10,348,453,41
52,27,43,9,0,978,41
53,37,31,14,414,489,41
54,57,29,18,641,734,41
55,63,23,2,620,739,41
56,53,12,6,585,692,41
57,32,12,7,421,530,41
58,36,26,18,849,980,41
59,21,24,28,0,972,41
60,17,34,3,721,862,41
61,12,24,13,290,377,41
62,24,58,19,163,302,41
63,27,69,10,34,191,41
64,15,77,9,214,333,41
65,62,77,20,49,188,41
66,49,73,25,592,693,41
67,67,5,25,294,401,41
68,56,39,36,637,752,41
69,37,47,6,162,293,41
70,37,56,5,788,968,41
71,57,68,15,268,367,41
72,47,16,25,0,967,41
73,44,17,9,308,399,41
74,46,13,8,681,802,41
75,49,11,18,0,962,41
76,49,42,13,290,373,41
77,53,43,14,817,952,41
78,61,52,3,384,499,41
79,57,48,23,388,465,41
80,56,37,6,839,968,41
81,55,54,26,411,456,41
82,15,47,16,0,966,41
83,14,37,11,0,968,41
84,11,31,7,436,511,41
85,16,22,41,0,966,41
86,4,18,35,388,465,41
87,28,18,26,420,447,41
88,26,52,9,279,388,41
89,26,35,15,755,920,41
90,31,67,3,392,487,41
91,15,19,1,0,964,41
92,22,22,2,18,181,41
93,18,24,22,811,969,41
94,26,27,27,0,977,41
95,25,24,20,0,975,41
96,22,27,11,0,974,41
97,25,21,12,612,673,41
98,19,21,10,0,968,41
99,20,26,9,333,432,41
100,18,18,17,798,965,41
